Show,Date,Artist,Song,Total,Placement,file_path,vggish_dance,vggish_party,vggish_happy,vggish_sad,effnet_party,effnet_happy,effnet_sad,effnet_approachability,effnet_engagement,effnet_timbre_bright,tempo
Music Bank,2022-02-25,TREASURE,JIKJIN,4520,1,data/audio/jikjin_treasure.flac,86.86912059783936,28.427812457084656,68.03412437438965,67.85050630569458,11.007692664861679,58.988773822784424,83.3706259727478,82.91316628456116,96.00105285644531,50.433945655822754,130.0
Show! Music Core,2022-02-26,Taeyeon,INVU,7277,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
Inkigayo,2022-02-27,Taeyeon,INVU,7401,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
The Show,2022-03-01,STAYC,RUN2U,8261,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
Show Champion,2022-03-02,BtoB,The Song,5334,1,data/audio/the_song_btob.flac,45.00374495983124,83.45919847488403,40.35452902317047,22.1951425075531,50.28228163719177,25.22139549255371,56.68951869010925,91.43719673156738,88.01764845848083,52.737587690353394,136.0
M Countdown,2022-03-03,BtoB,The Song,8976,1,data/audio/the_song_btob.flac,45.00374495983124,83.45919847488403,40.35452902317047,22.1951425075531,50.28228163719177,25.22139549255371,56.68951869010925,91.43719673156738,88.01764845848083,52.737587690353394,136.0
Music Bank,2022-03-04,STAYC,RUN2U,6821,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
Show! Music Core,2022-03-05,Taeyeon,INVU,6379,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
Inkigayo,2022-03-06,Taeyeon,INVU,6783,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
The Show,2022-03-08,STAYC,RUN2U,7669,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
Show Champion,2022-03-09,STAYC,RUN2U,5022,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
M Countdown,2022-03-10,STAYC,RUN2U,0,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
Music Bank,2022-03-11,STAYC,RUN2U,4719,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
Show! Music Core,2022-03-12,Taeyeon,INVU,7180,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
Inkigayo,2022-03-13,Taeyeon,INVU,7083,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
M Countdown,2022-03-17,STAYC,RUN2U,6569,1,data/audio/run2u_stayc.flac,96.04096412658691,12.113886326551437,76.61171555519104,83.83622765541077,2.43598073720932,56.19543790817261,90.6627893447876,78.0282199382782,92.63421297073364,50.775086879730225,130.0
Music Bank,2022-03-18,Taeyeon,INVU,9989,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
Show! Music Core,2022-03-19,Taeyeon,INVU,7287,1,data/audio/invu_taeyeon.flac,81.63209557533264,50.54321885108948,59.9301278591156,45.7044780254364,8.321227133274078,26.31359100341797,81.19683861732483,92.19608902931213,91.10775589942932,49.88445043563843,107.0
Inkigayo,2022-03-20,Kim Min-seok,Drunken Confession,5514,1,data/audio/drunken_confession_kim_min-seok.flac,17.18723028898239,96.3918685913086,16.2159264087677,5.045295134186745,97.48512506484985,5.411797389388084,8.291628956794739,96.02994322776794,77.83037424087524,50.93190670013428,122.0
The Show,2022-03-22,(G)I-DLE,TOMBOY,7970,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
Show Champion,2022-03-23,(G)I-DLE,TOMBOY,6843,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
M Countdown,2022-03-24,(G)I-DLE,TOMBOY,8259,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
Music Bank,2022-03-25,STRAY KIDS,Maniac,10596,1,data/audio/maniac_stray_kids.flac,95.22661566734314,14.912791550159454,70.47830820083618,83.10732245445251,2.677277848124504,45.47291696071625,93.5120940208435,80.39718270301819,97.09347486495972,49.619272351264954,90.0
Show! Music Core,2022-03-26,(G)I-DLE,TOMBOY,7588,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
Inkigayo,2022-03-27,(G)I-DLE,TOMBOY,8037,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
The Show,2022-03-29,Highlight,DAYDREAM,8650,1,data/audio/daydream_highlight.flac,80.68821430206299,42.39546060562134,60.73477864265442,56.800150871276855,13.171619176864624,27.50849723815918,79.29379343986511,92.97798275947571,87.39027976989746,53.28456163406372,96.0
Show Champion,2022-03-30,STRAY KIDS,Maniac,6020,1,data/audio/maniac_stray_kids.flac,95.22661566734314,14.912791550159454,70.47830820083618,83.10732245445251,2.677277848124504,45.47291696071625,93.5120940208435,80.39718270301819,97.09347486495972,49.619272351264954,90.0
M Countdown,2022-03-31,(G)I-DLE,TOMBOY,7688,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
Music Bank,2022-04-01,Red Velvet,Feel My Rhythm,8416,1,data/audio/feel_my_rhythm_red_velvet.flac,85.7009768486023,29.927298426628113,66.58812761306763,74.3079662322998,10.540007054805756,28.493428230285645,85.09349226951599,86.44843697547913,89.07716870307922,49.25452768802643,158.0
Inkigayo,2022-04-03,(G)I-DLE,TOMBOY,9648,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
The Show,2022-04-05,Oh My Girl,Real Love,8881,1,data/audio/real_love_oh_my_girl.flac,92.34734773635864,23.893021047115326,77.11419463157654,72.35088348388672,4.732116684317589,33.896321058273315,83.9031457901001,93.08451414108276,92.08656549453735,50.430792570114136,110.0
Show Champion,2022-04-06,NCT DREAM,Glitch Mode,5598,1,data/audio/glitch_mode_nct_dream.flac,80.74577450752258,36.69803440570831,61.32417917251587,70.5182135105133,15.748775005340576,44.74358260631561,84.27843451499939,74.33872818946838,95.38142085075378,47.5955605506897,166.0
M Countdown,2022-04-07,NCT DREAM,Glitch Mode,7536,1,data/audio/glitch_mode_nct_dream.flac,80.74577450752258,36.69803440570831,61.32417917251587,70.5182135105133,15.748775005340576,44.74358260631561,84.27843451499939,74.33872818946838,95.38142085075378,47.5955605506897,166.0
Music Bank,2022-04-08,NCT DREAM,Glitch Mode,10718,1,data/audio/glitch_mode_nct_dream.flac,80.74577450752258,36.69803440570831,61.32417917251587,70.5182135105133,15.748775005340576,44.74358260631561,84.27843451499939,74.33872818946838,95.38142085075378,47.5955605506897,166.0
Show! Music Core,2022-04-09,NCT DREAM,Glitch Mode,9300,1,data/audio/glitch_mode_nct_dream.flac,80.74577450752258,36.69803440570831,61.32417917251587,70.5182135105133,15.748775005340576,44.74358260631561,84.27843451499939,74.33872818946838,95.38142085075378,47.5955605506897,166.0
Inkigayo,2022-04-10,NCT DREAM,Glitch Mode,6845,1,data/audio/glitch_mode_nct_dream.flac,80.74577450752258,36.69803440570831,61.32417917251587,70.5182135105133,15.748775005340576,44.74358260631561,84.27843451499939,74.33872818946838,95.38142085075378,47.5955605506897,166.0
The Show,2022-04-12,IVE,LOVE DIVE,9400,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
Show Champion,2022-04-13,IVE,LOVE DIVE,6437,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
M Countdown,2022-04-14,BIGBANG,Still Life,8181,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
Music Bank,2022-04-15,IVE,LOVE DIVE,12095,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
Inkigayo,2022-04-17,BIGBANG,Still Life,8673,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
The Show,2022-04-19,IVE,LOVE DIVE,8184,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
The Show,2022-04-19,DKZ,Cupid,3560,2,data/audio/cupid_dkz.flac,89.23839926719666,23.447470366954803,78.97289991378784,83.52963924407959,8.141909539699554,68.53508353233337,87.93733716011047,89.65609669685364,96.37500643730164,50.92350244522095,145.0
The Show,2022-04-19,Dreamcatcher,MAISON,3559,3,data/audio/maison_dreamcatcher.flac,88.39725255966187,17.138323187828064,69.70102787017822,89.88572955131531,3.8459084928035736,58.63487720489502,94.42627429962158,82.97424912452698,97.61459231376648,47.275444865226746,120.0
Show Champion,2022-04-20,Dreamcatcher,MAISON,6545,1,data/audio/maison_dreamcatcher.flac,88.39725255966187,17.138323187828064,69.70102787017822,89.88572955131531,3.8459084928035736,58.63487720489502,94.42627429962158,82.97424912452698,97.61459231376648,47.275444865226746,120.0
M Countdown,2022-04-21,BIGBANG,Still Life,8216,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
Music Bank,2022-04-22,IVE,LOVE DIVE,7324,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
Show! Music Core,2022-04-23,BIGBANG,Still Life,7165,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
Inkigayo,2022-04-24,BIGBANG,Still Life,9394,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
The Show,2022-04-26,Dreamcatcher,MAISON,7914,1,data/audio/maison_dreamcatcher.flac,88.39725255966187,17.138323187828064,69.70102787017822,89.88572955131531,3.8459084928035736,58.63487720489502,94.42627429962158,82.97424912452698,97.61459231376648,47.275444865226746,120.0
The Show,2022-04-26,DKZ,Cupid,7900,2,data/audio/cupid_dkz.flac,89.23839926719666,23.447470366954803,78.97289991378784,83.52963924407959,8.141909539699554,68.53508353233337,87.93733716011047,89.65609669685364,96.37500643730164,50.92350244522095,145.0
The Show,2022-04-26,EPEX,Anthem of Teen Spirit,2948,3,data/audio/anthem_of_teen_spirit_epex.flac,96.70679569244385,14.191614091396332,71.43668532371521,81.92819952964783,3.3678345382213593,42.03410744667053,93.41710805892944,82.17858672142029,97.57944941520691,49.321767687797546,160.0
M Countdown,2022-04-28,BIGBANG,Still Life,8256,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
Music Bank,2022-04-29,IVE,LOVE DIVE,6959,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
Show! Music Core,2022-04-30,BIGBANG,Still Life,7883,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
Inkigayo,2022-05-01,BIGBANG,Still Life,8681,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
The Show,2022-05-03,Miyeon,Drive,6944,1,data/audio/drive_miyeon.flac,67.50918626785278,53.838467597961426,63.150495290756226,47.51352071762085,17.7749365568161,23.374123871326447,70.4268217086792,90.85712432861328,89.33374285697937,51.35931372642517,108.0
Show Champion,2022-05-04,MONSTA X,Love,4383,1,data/audio/love_monsta_x.flac,88.95859718322754,34.495148062705994,64.71911668777466,62.82932758331299,12.885032594203949,46.755269169807434,85.35497188568115,82.50893950462341,92.34316945075989,49.40434992313385,96.0
M Countdown,2022-05-05,IVE,LOVE DIVE,7520,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
Music Bank,2022-05-06,MONSTA X,Love,8499,1,data/audio/love_monsta_x.flac,88.95859718322754,34.495148062705994,64.71911668777466,62.82932758331299,12.885032594203949,46.755269169807434,85.35497188568115,82.50893950462341,92.34316945075989,49.40434992313385,96.0
Show! Music Core,2022-05-07,BIGBANG,Still Life,6551,1,data/audio/still_life_bigbang.flac,38.79457712173462,83.57489705085754,42.61993169784546,24.672821164131165,80.85947632789612,26.22702121734619,33.92009139060974,95.50683498382568,87.70235776901245,53.62016558647156,118.0
Inkigayo,2022-05-08,IVE,LOVE DIVE,6726,1,data/audio/love_dive_ive.flac,96.45761847496033,9.830674529075623,71.83818817138672,85.69622039794922,2.0760037004947662,30.587267875671387,92.4939513206482,80.42967319488525,91.19880199432373,51.61265730857849,118.0
The Show,2022-05-10,LE SSERAFIM,FEARLESS,8456,1,data/audio/fearless_le_sserafim.flac,94.92316842079163,14.382131397724152,77.56790518760681,82.18957185745239,6.73331618309021,30.691492557525635,87.14050054550171,90.0757372379303,89.59057927131653,48.42723309993744,104.0
Show Champion,2022-05-11,PSY,That That,4514,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
M Countdown,2022-05-12,Lim Young-woong,If We Ever Meet Again,8896,1,data/audio/if_we_ever_meet_again_lim_young-woong.flac,9.734219312667847,97.43648171424866,11.976590007543564,4.886366054415703,99.0839958190918,1.8638024106621742,6.92058801651001,91.63047075271606,70.84685564041138,53.01099419593811,65.0
Music Bank,2022-05-13,LE SSERAFIM,FEARLESS,7331,1,data/audio/fearless_le_sserafim.flac,94.92316842079163,14.382131397724152,77.56790518760681,82.18957185745239,6.73331618309021,30.691492557525635,87.14050054550171,90.0757372379303,89.59057927131653,48.42723309993744,104.0
Show! Music Core,2022-05-14,Lim Young-woong,If We Ever Meet Again,7885,1,data/audio/if_we_ever_meet_again_lim_young-woong.flac,9.734219312667847,97.43648171424866,11.976590007543564,4.886366054415703,99.0839958190918,1.8638024106621742,6.92058801651001,91.63047075271606,70.84685564041138,53.01099419593811,65.0
Inkigayo,2022-05-15,PSY,That That,9402,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
The Show,2022-05-17,LE SSERAFIM,FEARLESS,9670,1,data/audio/fearless_le_sserafim.flac,94.92316842079163,14.382131397724152,77.56790518760681,82.18957185745239,6.73331618309021,30.691492557525635,87.14050054550171,90.0757372379303,89.59057927131653,48.42723309993744,104.0
Show Champion,2022-05-18,PSY,That That,4506,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
M Countdown,2022-05-19,PSY,That That,0,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
Music Bank,2022-05-20,TOMORROW X TOGETHER,Good Boy Gone Bad,12610,1,data/audio/good_boy_gone_bad_tomorrow_x_together.flac,89.50740098953247,19.557513296604156,69.25854086875916,80.59484958648682,6.144300103187561,44.44366693496704,87.29377388954163,92.27429032325745,94.63648200035095,49.671196937561035,100.0
Show! Music Core,2022-05-21,PSY,That That,6586,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
Inkigayo,2022-05-22,PSY,That That,9108,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
The Show,2022-05-24,ASTRO,Candy Sugar Pop,8970,1,data/audio/candy_sugar_pop_astro.flac,89.52568173408508,20.0688898563385,79.89211678504944,81.31975531578064,8.111491799354553,43.70144307613373,86.33384704589844,89.54740166664124,96.58673405647278,50.80867409706116,115.0
Show Champion,2022-05-25,ASTRO,Candy Sugar Pop,7237,1,data/audio/candy_sugar_pop_astro.flac,89.52568173408508,20.0688898563385,79.89211678504944,81.31975531578064,8.111491799354553,43.70144307613373,86.33384704589844,89.54740166664124,96.58673405647278,50.80867409706116,115.0
M Countdown,2022-05-26,ASTRO,Candy Sugar Pop,8434,1,data/audio/candy_sugar_pop_astro.flac,89.52568173408508,20.0688898563385,79.89211678504944,81.31975531578064,8.111491799354553,43.70144307613373,86.33384704589844,89.54740166664124,96.58673405647278,50.80867409706116,115.0
Music Bank,2022-05-27,ASTRO,Candy Sugar Pop,6561,1,data/audio/candy_sugar_pop_astro.flac,89.52568173408508,20.0688898563385,79.89211678504944,81.31975531578064,8.111491799354553,43.70144307613373,86.33384704589844,89.54740166664124,96.58673405647278,50.80867409706116,115.0
Inkigayo,2022-05-29,PSY,That That,7620,1,data/audio/that_that_psy.flac,92.5590991973877,11.977767199277878,82.20669627189636,89.98377323150635,7.408121228218079,77.29891538619995,88.89119029045105,90.12219309806824,96.94299101829529,46.74151539802551,130.0
Show Champion,2022-06-01,LE SSERAFIM,FEARLESS,5127,1,data/audio/fearless_le_sserafim.flac,94.92316842079163,14.382131397724152,77.56790518760681,82.18957185745239,6.73331618309021,30.691492557525635,87.14050054550171,90.0757372379303,89.59057927131653,48.42723309993744,104.0
M Countdown,2022-06-02,SEVENTEEN,Hot,7718,1,data/audio/hot_seventeen.flac,94.98741626739502,11.11263558268547,77.7695894241333,83.25847387313843,5.555345490574837,39.93326425552368,86.10897660255432,93.67396831512451,94.28410530090332,53.945380449295044,112.0
Music Bank,2022-06-03,SEVENTEEN,Hot,13816,1,data/audio/hot_seventeen.flac,94.98741626739502,11.11263558268547,77.7695894241333,83.25847387313843,5.555345490574837,39.93326425552368,86.10897660255432,93.67396831512451,94.28410530090332,53.945380449295044,112.0
Show! Music Core,2022-06-04,Kang Daniel,Upside Down,7820,1,data/audio/upside_down_kang_daniel.flac,81.7259669303894,45.14898955821991,63.4365439414978,57.211655378341675,10.753939300775528,28.646814823150635,83.90616774559021,83.04550051689148,89.94854688644409,52.0774245262146,136.0
Inkigayo,2022-06-05,(G)I-DLE,TOMBOY,6314,1,data/audio/tomboy_(g)i-dle.flac,93.24228167533875,15.56808352470398,78.3738911151886,86.48737072944641,3.3162668347358704,63.53904604911804,92.1440064907074,76.3640820980072,96.78113460540771,49.88344609737396,124.0
The Show,2022-06-07,Jo Yu-ri,Love Shhh!,6489,1,data/audio/love_shhh!_jo_yu-ri.flac,91.26355648040771,20.641987025737762,81.68737888336182,80.05382418632507,1.4816101640462875,40.68223834037781,90.06133079528809,95.93012928962708,94.25856471061707,53.46624255180359,118.0
Show Champion,2022-06-08,NCT DREAM,Beatbox,9810,1,data/audio/beatbox_nct_dream.flac,95.23252844810486,15.742988884449005,69.52050924301147,77.03947424888611,6.44674152135849,46.53405249118805,86.40745878219604,92.51801371574402,95.1643705368042,49.27492439746857,94.0
M Countdown,2022-06-09,NCT DREAM,Beatbox,0,1,data/audio/beatbox_nct_dream.flac,95.23252844810486,15.742988884449005,69.52050924301147,77.03947424888611,6.44674152135849,46.53405249118805,86.40745878219604,92.51801371574402,95.1643705368042,49.27492439746857,94.0
Music Bank,2022-06-10,NCT DREAM,Beatbox,11069,1,data/audio/beatbox_nct_dream.flac,95.23252844810486,15.742988884449005,69.52050924301147,77.03947424888611,6.44674152135849,46.53405249118805,86.40745878219604,92.51801371574402,95.1643705368042,49.27492439746857,94.0
Show! Music Core,2022-06-11,NCT DREAM,Beatbox,9800,1,data/audio/beatbox_nct_dream.flac,95.23252844810486,15.742988884449005,69.52050924301147,77.03947424888611,6.44674152135849,46.53405249118805,86.40745878219604,92.51801371574402,95.1643705368042,49.27492439746857,94.0
Inkigayo,2022-06-12,NCT DREAM,Beatbox,7292,1,data/audio/beatbox_nct_dream.flac,95.23252844810486,15.742988884449005,69.52050924301147,77.03947424888611,6.44674152135849,46.53405249118805,86.40745878219604,92.51801371574402,95.1643705368042,49.27492439746857,94.0
Show Champion,2022-06-15,BTS,Yet to Come,8000,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
M Countdown,2022-06-16,BTS,Yet to Come,10333,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
Music Bank,2022-06-17,BTS,Yet to Come,6692,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
Inkigayo,2022-06-19,BTS,Yet to Come,7007,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
M Countdown,2022-06-23,BTS,Yet to Come,11000,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
Music Bank,2022-06-24,BTS,Yet to Come,5573,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
Show! Music Core,2022-06-25,BTS,Yet to Come,7415,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
Inkigayo,2022-06-26,BTS,Yet to Come,9479,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
The Show,2022-06-28,LOONA,Flip That,8200,1,data/audio/flip_that_loona.flac,95.74986696243286,14.156833291053772,79.7793447971344,87.18127012252808,1.3219100423157215,39.17419910430908,90.54504036903381,90.76315760612488,91.63559675216675,51.51766538619995,112.0
Show Champion,2022-06-29,LOONA,Flip That,5439,1,data/audio/flip_that_loona.flac,95.74986696243286,14.156833291053772,79.7793447971344,87.18127012252808,1.3219100423157215,39.17419910430908,90.54504036903381,90.76315760612488,91.63559675216675,51.51766538619995,112.0
M Countdown,2022-06-30,BTS,Yet to Come,9037,1,data/audio/yet_to_come_bts.flac,93.21407079696655,29.21074628829956,55.759286880493164,58.508044481277466,11.478975415229797,43.889862298965454,80.67654371261597,91.95758104324341,95.50658464431763,50.03475546836853,86.0
Music Bank,2022-07-01,Kep1er,Up!,7268,1,data/audio/up!_kep1er.flac,97.42002487182617,8.103109896183014,82.4475646018982,93.14956068992615,1.725071482360363,53.44371795654297,93.1964635848999,72.4161148071289,94.3529486656189,49.52070116996765,124.0
Show! Music Core,2022-07-02,Lim Young-woong,If We Ever Meet Again,6678,1,data/audio/if_we_ever_meet_again_lim_young-woong.flac,9.734219312667847,97.43648171424866,11.976590007543564,4.886366054415703,99.0839958190918,1.8638024106621742,6.92058801651001,91.63047075271606,70.84685564041138,53.01099419593811,65.0
